ProductCode,ProductName,MODEL,SKU_TYPE,CATEGORY,SUB_CATEGORY,SIZE_GROUP
8935311702140,HAIER ตู้เย็น 2 ประตู ขนาด 16 คิว รุ่น HRF-455MNI สีดำ,HRF-455MNI,SELLABLE,RF,2DR,15-19.9Q
S8935311702140,สินค้าตัวโชว์ HAIER ตู้เย็น 2 ประตู ขนาด 16 คิว รุ่น HRF-455MNI สีดำ,HRF-455MNI,DEMO,RF,2DR,15-19.9Q
8855671035965,HAIER เครื่องซักผ้าฝาหน้า ขนาด 12kg รุ่น HW120-BP12357S8 สีดำ,HW120-BP12357S8,SELLABLE,WM,Front Load,10-14KG
6976454835144,HAIER Smart TV QLED ขนาด 65 นิ้ว รุ่น H65S80GUX สีดำ,H65S80GUX,SELLABLE,TV,QLED,65-70"
6976454836189,HAIER Smart TV QLED ขนาด 32 นิ้ว รุ่น H32S70GFX สีดำ,H65S80GUX,SELLABLE,TV,QLED,65-70"
6930265326451,HAIER ตู้แช่เครื่องดื่ม Ice Bar LC-90 3.2 คิว สีดำ,LC-90,SELLABLE,FZ,Wine,3.2Q
S8855671035965,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาหน้า ขนาด 12kg รุ่น HW120-BP12357S8 สีดำ,HW120-BP12357S8,DEMO,WM,Front Load,10-14KG
S6976454836189,สินค้าตัวโชว์ HAIER Smart TV QLED ขนาด 32 นิ้ว รุ่น H32S70GFX สีดำ,H32S70GFX,DEMO,TV,FHD,↓ 43"
S6930265311068,สินค้าตัวโชว์ HAIER ตู้แช่ 2 ระบบ 17.7 คิว รุ่น HCF-568DPV2  สีขาว,HCF-568DPV2,DEMO,FZ,Chest,15-19.9Q
S6930265309768,สินค้าตัวโชว์ HAIER ตู้แช่ 2 ระบบ ขนาด 24.9 คิว รุ่น HCF-728DPV2  สีขาว,HCF-728DPV2,DEMO,FZ,Chest,20Q ↑
S6930265326451,สินค้าตัวโชว์ HAIER ตู้แช่เครื่องดื่ม Ice Bar LC-90 3.2 คิว สีดำ,LC-90,DEMO,FZ,Wine,3.2Q
6930265304985,HAIER ตู้แช่เครื่องดื่ม 1 ประตู 11.3 คิว รุ่น SC-340M สีขาว,SC-340M,SELLABLE,FZ,Beverage,10-14.9Q
S6930265304985,สินค้าตัวโชว์ HAIER ตู้แช่เครื่องดื่ม 1 ประตู 11.3 คิว รุ่น SC-340M สีขาว,SC-340M,DEMO,FZ,Beverage,10-14.9Q
S8855671035934,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาหน้า ขนาด 9kg รุ่น HW90-BP12357S8 สีดำ,HW90-BP12357S8,DEMO,WM,Front Load,10-14KG
S6901018052644,สินค้าตัวโชว์ HAIER ตู้เย็น SIDE BY SIDE 21.8 คิว HRF-SBS636IWSLBU1 สีดำ ,HRF-SBS636IW(SLB)U1,DEMO,RF,SBS,20Q ↑
S8859474604908,สินค้าตัวโชว์ HAIER ตู้เย็น MULTI DOOR รุ่น HRF-MD539GBT ขนาด 18.7 คิว สีกระจกดำ,HRF-MD539GBT,DEMO,RF,Multi Dr,15-19Q
8855671035941,HAIER เครื่องซักผ้า/อบผ้า 10/6Kg รุ่น HWD100-BP12357S8 สีดำ,HWD100-BP12357S8,SELLABLE,WM,FL Wash&Dry,10-14KG
S8855671034388,สินค้าตัวโชว์ HAIER เครื่องซักผ้า/อบผ้า ขนาด 14/13 กก. รุ่น HWD140-BD14LCGNU1 สีดำ,HWD140-BD14LCGNU1,DEMO,WM,FL Wash&Dry,10-14KG
S8855671035958,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาหน้า ขนาด 10kg  รุ่น  HW100-BP12357S8 สีดำ,HW100-BP12357S8,DEMO,WM,Front Load,10-14KG
S8855671027335,สินค้าตัวโชว์ HAIER ตู้แช่แข็งฝากระจกโค้ง 12.9 คิว HAIER SD-517DP สีขาว,SD-517DP,DEMO,FZ,Glass,10-14.9Q
S6930265329001,สินค้าตัวโชว์ HAIER ตู้แช่ฝาทึบ 2 ระบบ ขนาด 7.1 คิว รุ่น HCF-200GLF สีเทา,HCF-200GLF,DEMO,FZ,Chest,↓ 10Q
8855671036887,HAIER ตู้แช่เครื่องดื่ม 2 ประตู SC-781WSC ขนาด 27.6 คิว สีขาว,SC-781WSC,SELLABLE,FZ,Beverage,20Q ↑
S8855671036887,สินค้าตัวโชว์ HAIER ตู้แช่เครื่องดื่ม 2 ประตู SC-781WSC ขนาด 27.6 คิว สีขาว,SC-781WSC,DEMO,FZ,Beverage,20Q ↑
S8859474603598,สินค้าตัวโชว์ HAIER ตู้เย็น 1 ประตู ขนาด 5.3Q รุ่น HR-SD159F CS สีซิลเวอร์,HR-SD159F CS,DEMO,RF,1Dr,↓ 10Q
8855671034654,HAIER เครื่องซักผ้าฝาบน ขนาด 20 กก. รุ่น  HWM200-B2158B สีดำ,HWM200-B2158B,SELLABLE,WM,Top Load,20KG ↑
S8855671034654,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาบน ขนาด 20 กก. รุ่น  HWM200-B2158B สีดำ,HWM200-B2158B,DEMO,WM,Top Load,20KG ↑
